PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.059,0.118,0.824,0.235,0.588,0.529,0.294,0.235,0.118,0.059,0.824,0.588,0.353,0.235,0.059,0.0,0.176,0.412,0.412,0.294,0.412,0.529,0.118,0.588,0.412,-0.763,0.081,0.38,-0.204,0.356
0.176,0.118,0.706,0.176,0.471,0.353,0.059,0.176,0.118,0.176,0.706,0.529,0.294,0.176,0.059,0.059,0.529,0.353,0.118,0.353,0.353,0.353,0.059,0.294,0.706,-0.687,0.192,-0.405,0.064,-0.123
0.059,0.176,0.765,0.235,0.471,0.235,0.059,0.059,0.176,0.059,0.765,0.588,0.176,0.353,0.176,0.235,0.412,0.294,0.294,0.176,0.294,0.529,0.118,0.529,0.471,-0.018,-0.238,0.1,-0.28,-0.148
0.118,0.059,0.824,0.235,0.529,0.412,0.0,0.176,0.059,0.118,0.824,0.588,0.176,0.176,0.059,0.059,0.294,0.588,0.118,0.588,0.235,0.176,0.176,0.353,0.647,-0.925,-0.219,-0.301,-0.149,-0.245
0.059,0.118,0.824,0.353,0.353,0.176,0.059,0.235,0.118,0.059,0.824,0.412,0.235,0.412,0.235,0.0,0.294,0.294,0.412,0.294,0.353,0.353,0.294,0.588,0.412,0.58,0.466,0.439,-0.459,-0.019
0.118,0.0,0.882,0.294,0.471,0.412,0.059,0.176,0.0,0.118,0.882,0.471,0.294,0.294,0.176,0.0,0.235,0.412,0.353,0.412,0.235,0.412,0.294,0.588,0.412,0.035,-0.499,0.06,-0.206,-0.126
0.118,0.235,0.647,0.235,0.412,0.353,0.0,0.118,0.235,0.118,0.647,0.353,0.118,0.471,0.059,0.0,0.588,0.118,0.294,0.412,0.412,0.118,0.294,0.471,0.529,0.827,-0.051,-0.108,-0.601,0.369
0.176,0.176,0.647,0.294,0.294,0.235,0.0,0.059,0.176,0.176,0.647,0.412,0.235,0.412,0.176,0.118,0.412,0.294,0.294,0.412,0.353,0.176,0.294,0.529,0.471,0.896,-0.451,-0.014,-0.657,-0.271
0.176,0.118,0.706,0.118,0.471,0.294,0.059,0.0,0.118,0.176,0.706,0.529,0.353,0.235,0.059,0.176,0.471,0.235,0.294,0.235,0.412,0.353,0.0,0.412,0.588,-0.001,0.057,-0.326,0.037,-0.049
0.235,0.059,0.706,0.118,0.529,0.353,0.059,0.118,0.059,0.235,0.706,0.471,0.353,0.294,0.118,0.059,0.294,0.353,0.353,0.412,0.294,0.353,0.176,0.471,0.529,0.019,-0.195,-0.102,0.398,-0.073
0.176,0.118,0.706,0.235,0.471,0.294,0.176,0.176,0.118,0.176,0.706,0.647,0.353,0.176,0.059,0.176,0.353,0.412,0.235,0.353,0.294,0.471,0.118,0.412,0.588,-0.529,0.35,0.616,0.399,-0.105
0.118,0.176,0.706,0.353,0.353,0.118,0.0,0.294,0.176,0.118,0.706,0.412,0.118,0.471,0.118,0.059,0.412,0.471,0.118,0.412,0.353,0.235,0.176,0.294,0.706,0.095,0.188,0.105,-0.503,-0.339
0.294,0.176,0.529,0.235,0.235,0.059,0.0,0.176,0.176,0.294,0.529,0.294,0.353,0.294,0.059,0.176,0.353,0.294,0.353,0.294,0.235,0.412,0.235,0.471,0.529,1.208,0.844,0.932,0.775,-0.52
0.118,0.118,0.765,0.059,0.471,0.235,0.059,0.176,0.118,0.118,0.765,0.529,0.412,0.176,0.059,0.059,0.294,0.353,0.353,0.353,0.529,0.176,0.059,0.471,0.529,-0.014,0.551,0.122,-0.191,-0.336
0.0,0.118,0.882,0.353,0.529,0.471,0.0,0.118,0.118,0.0,0.882,0.706,0.0,0.294,0.176,0.118,0.412,0.529,0.059,0.529,0.118,0.353,0.118,0.235,0.765,-1.745,-0.826,-0.534,-0.849,-0.165
0.118,0.0,0.882,0.353,0.529,0.471,0.059,0.118,0.0,0.118,0.882,0.471,0.176,0.412,0.235,0.0,0.235,0.412,0.353,0.471,0.176,0.412,0.294,0.588,0.412,-0.343,-0.969,-0.301,-0.356,0.168
0.235,0.176,0.588,0.118,0.353,0.294,0.0,0.118,0.176,0.235,0.588,0.353,0.353,0.235,0.059,0.0,0.588,0.235,0.176,0.353,0.294,0.176,0.176,0.412,0.588,0.889,0.327,-0.542,-0.298,-0.142
0.059,0.176,0.765,0.176,0.471,0.235,0.0,0.118,0.176,0.059,0.765,0.529,0.176,0.412,0.118,0.176,0.294,0.412,0.294,0.412,0.294,0.235,0.176,0.588,0.412,0.4,-0.4,0.117,-0.416,-0.68
0.235,0.059,0.706,0.412,0.176,0.059,0.0,0.235,0.059,0.235,0.706,0.294,0.353,0.353,0.235,0.0,0.353,0.353,0.294,0.176,0.294,0.412,0.118,0.412,0.588,0.712,0.792,-0.301,-0.117,-0.268
0.176,0.0,0.824,0.412,0.412,0.176,0.0,0.471,0.0,0.176,0.824,0.412,0.176,0.235,0.059,0.118,0.176,0.647,0.176,0.529,0.0,0.471,0.294,0.353,0.647,-0.658,0.451,0.803,0.786,-0.935
0.118,0.059,0.824,0.353,0.412,0.412,0.118,0.118,0.059,0.118,0.824,0.529,0.294,0.235,0.118,0.118,0.235,0.412,0.353,0.412,0.294,0.353,0.294,0.647,0.353,0.046,-0.428,0.305,-0.265,-0.158
0.0,0.118,0.882,0.118,0.706,0.588,0.0,0.118,0.118,0.0,0.882,0.647,0.059,0.353,0.059,0.0,0.353,0.412,0.235,0.706,0.235,0.059,0.235,0.529,0.471,-0.749,-1.123,-0.302,-0.889,0.112
0.294,0.059,0.647,0.176,0.471,0.294,0.059,0.118,0.059,0.294,0.647,0.353,0.353,0.353,0.118,0.118,0.353,0.235,0.412,0.412,0.235,0.294,0.353,0.471,0.529,0.748,-0.008,-0.054,0.707,-0.19
0.235,0.118,0.647,0.235,0.294,0.294,0.059,0.0,0.118,0.235,0.647,0.353,0.412,0.294,0.118,0.059,0.529,0.176,0.294,0.294,0.412,0.176,0.294,0.588,0.412,1.54,-0.048,-0.388,-0.361,-0.001
0.059,0.176,0.765,0.294,0.412,0.294,0.059,0.235,0.176,0.059,0.765,0.412,0.176,0.412,0.176,0.0,0.176,0.471,0.353,0.353,0.294,0.353,0.176,0.529,0.471,0.006,-0.046,0.048,-0.791,-0.172
0.118,0.176,0.706,0.412,0.294,0.294,0.059,0.118,0.176,0.118,0.706,0.471,0.176,0.412,0.118,0.059,0.529,0.412,0.059,0.294,0.412,0.294,0.059,0.294,0.706,-0.047,-0.158,-0.662,-0.789,-0.104
0.118,0.118,0.765,0.412,0.353,0.118,0.059,0.118,0.118,0.118,0.765,0.529,0.176,0.353,0.176,0.353,0.294,0.353,0.353,0.412,0.176,0.471,0.471,0.588,0.412,0.502,-0.068,1.468,0.558,-0.672
0.118,0.118,0.765,0.412,0.294,0.176,0.0,0.0,0.118,0.118,0.765,0.529,0.176,0.353,0.176,0.353,0.235,0.412,0.353,0.412,0.294,0.294,0.412,0.765,0.235,0.921,-0.913,0.833,-0.309,-0.678
0.0,0.176,0.824,0.353,0.471,0.471,0.0,0.059,0.176,0.0,0.824,0.706,0.0,0.353,0.176,0.118,0.353,0.471,0.176,0.588,0.176,0.235,0.412,0.706,0.294,0.024,-1.229,0.38,-0.922,0.052
0.353,0.0,0.647,0.176,0.294,0.235,0.0,0.059,0.0,0.353,0.647,0.294,0.529,0.176,0.059,0.0,0.588,0.176,0.235,0.294,0.353,0.235,0.118,0.353,0.647,0.994,0.734,-0.639,0.62,-0.106
0.0,0.0,1.0,0.353,0.529,0.412,0.0,0.176,0.0,0.0,1.0,0.647,0.118,0.235,0.176,0.059,0.235,0.588,0.176,0.471,0.176,0.353,0.118,0.412,0.588,-1.329,-0.486,-0.431,-0.615,-0.239
0.176,0.118,0.706,0.235,0.471,0.294,0.176,0.176,0.118,0.176,0.706,0.471,0.353,0.353,0.118,0.059,0.412,0.294,0.294,0.235,0.471,0.412,0.118,0.353,0.647,-0.101,0.422,-0.227,0.235,0.066
0.176,0.059,0.765,0.353,0.412,0.235,0.059,0.118,0.059,0.176,0.765,0.588,0.235,0.294,0.176,0.176,0.294,0.471,0.235,0.412,0.176,0.294,0.235,0.529,0.471,0.079,0.011,-0.132,0.139,-0.261
0.118,0.176,0.706,0.059,0.588,0.529,0.059,0.0,0.176,0.118,0.706,0.529,0.235,0.353,0.059,0.059,0.471,0.176,0.353,0.471,0.353,0.176,0.294,0.647,0.353,0.602,-0.926,-0.131,-0.525,0.272
0.353,0.059,0.588,0.059,0.471,0.353,0.0,0.176,0.059,0.353,0.588,0.471,0.412,0.059,0.0,0.0,0.588,0.353,0.059,0.471,0.294,0.118,0.059,0.235,0.765,-0.351,0.464,-1.081,0.474,-0.098
0.235,0.118,0.647,0.176,0.412,0.412,0.118,0.0,0.118,0.235,0.647,0.353,0.412,0.353,0.176,0.0,0.471,0.0,0.529,0.294,0.412,0.353,0.294,0.588,0.412,0.875,-0.191,0.018,-0.182,0.581
0.118,0.294,0.588,0.118,0.412,0.353,0.059,0.059,0.294,0.118,0.588,0.412,0.235,0.471,0.059,0.059,0.294,0.235,0.471,0.412,0.529,0.118,0.235,0.706,0.294,1.167,-0.508,0.438,-0.849,0.085
0.235,0.059,0.706,0.118,0.471,0.353,0.118,0.118,0.059,0.235,0.706,0.412,0.471,0.176,0.0,0.118,0.353,0.235,0.412,0.353,0.294,0.294,0.176,0.471,0.529,0.401,0.441,0.01,0.524,-0.308
0.353,0.0,0.647,0.235,0.353,0.176,0.0,0.176,0.0,0.353,0.647,0.412,0.412,0.176,0.118,0.118,0.471,0.353,0.176,0.353,0.176,0.353,0.176,0.294,0.706,0.206,0.494,-0.41,0.854,-0.439
0.294,0.118,0.588,0.176,0.294,0.294,0.059,0.0,0.118,0.294,0.588,0.353,0.471,0.294,0.176,0.0,0.588,0.059,0.353,0.235,0.294,0.294,0.235,0.529,0.471,1.502,0.299,-0.506,-0.071,0.23
0.118,0.059,0.824,0.235,0.529,0.294,0.118,0.235,0.059,0.118,0.824,0.471,0.294,0.294,0.059,0.059,0.353,0.353,0.294,0.353,0.353,0.294,0.118,0.294,0.706,-0.471,0.463,-0.182,-0.105,-0.022
0.235,0.294,0.471,0.118,0.353,0.235,0.0,0.118,0.294,0.235,0.471,0.294,0.235,0.471,0.059,0.0,0.412,0.294,0.294,0.353,0.412,0.118,0.118,0.412,0.588,1.088,0.317,-0.396,-0.365,0.045
0.059,0.0,0.941,0.353,0.471,0.412,0.0,0.059,0.0,0.059,0.941,0.588,0.176,0.412,0.176,0.118,0.294,0.412,0.294,0.588,0.235,0.176,0.412,0.765,0.235,0.557,-1.298,0.121,-0.414,-0.474
0.353,0.0,0.647,0.118,0.471,0.412,0.118,0.118,0.0,0.353,0.647,0.353,0.529,0.176,0.059,0.0,0.471,0.176,0.353,0.353,0.176,0.412,0.176,0.412,0.588,0.361,0.439,-0.39,0.946,0.039
0.0,0.059,0.941,0.294,0.647,0.412,0.118,0.176,0.059,0.0,0.941,0.647,0.118,0.353,0.235,0.118,0.353,0.294,0.353,0.412,0.176,0.529,0.294,0.471,0.529,-1.134,-0.436,0.305,-0.154,0.152
0.118,0.118,0.765,0.235,0.471,0.353,0.0,0.176,0.118,0.118,0.765,0.412,0.176,0.412,0.118,0.059,0.294,0.412,0.294,0.412,0.235,0.294,0.176,0.412,0.588,-0.036,-0.5,-0.401,-0.494,-0.358
0.294,0.0,0.706,0.176,0.529,0.353,0.059,0.176,0.0,0.294,0.706,0.588,0.353,0.059,0.0,0.118,0.588,0.353,0.059,0.471,0.235,0.176,0.176,0.235,0.765,-0.558,0.416,-0.737,0.692,-0.034
0.176,0.0,0.824,0.235,0.529,0.412,0.118,0.235,0.0,0.176,0.824,0.647,0.353,0.059,0.059,0.059,0.353,0.471,0.176,0.471,0.235,0.412,0.118,0.353,0.647,-1.248,0.322,0.121,0.533,-0.107
0.118,0.176,0.706,0.294,0.353,0.235,0.059,0.176,0.176,0.118,0.706,0.471,0.235,0.235,0.059,0.176,0.353,0.412,0.235,0.235,0.412,0.412,0.118,0.471,0.529,-0.055,0.125,0.225,-0.267,-0.331
0.176,0.0,0.824,0.353,0.471,0.471,0.118,0.0,0.0,0.176,0.824,0.412,0.294,0.471,0.176,0.059,0.412,0.176,0.412,0.412,0.235,0.412,0.412,0.588,0.412,0.778,-0.916,0.07,0.017,0.287
0.294,0.0,0.706,0.353,0.353,0.294,0.118,0.176,0.0,0.294,0.706,0.412,0.412,0.176,0.059,0.059,0.588,0.235,0.176,0.294,0.412,0.412,0.235,0.353,0.647,0.116,0.485,-0.008,0.724,0.198
0.235,0.118,0.647,0.235,0.412,0.176,0.059,0.235,0.118,0.235,0.647,0.529,0.294,0.353,0.118,0.0,0.412,0.471,0.118,0.353,0.471,0.235,0.0,0.294,0.706,-0.236,0.712,-0.535,0.42,-0.065
0.118,0.059,0.824,0.176,0.588,0.471,0.059,0.176,0.059,0.118,0.824,0.412,0.235,0.353,0.118,0.0,0.118,0.412,0.471,0.529,0.176,0.235,0.294,0.588,0.412,-0.044,-0.407,-0.19,-0.208,-0.129
0.059,0.059,0.882,0.412,0.412,0.412,0.176,0.176,0.059,0.059,0.882,0.412,0.294,0.294,0.176,0.059,0.176,0.294,0.529,0.294,0.353,0.529,0.412,0.706,0.294,0.198,-0.22,0.841,-0.343,0.169
0.412,0.0,0.588,0.176,0.412,0.294,0.118,0.059,0.0,0.412,0.588,0.412,0.529,0.294,0.176,0.059,0.529,0.176,0.294,0.235,0.353,0.471,0.176,0.412,0.588,0.635,-0.037,-0.592,0.933,0.155
0.118,0.0,0.882,0.294,0.588,0.588,0.0,0.059,0.0,0.118,0.882,0.706,0.118,0.176,0.059,0.176,0.294,0.588,0.118,0.765,0.0,0.235,0.353,0.647,0.353,-0.753,-1.54,0.084,-0.032,-0.426
0.353,0.118,0.529,0.235,0.176,0.118,0.0,0.118,0.118,0.353,0.529,0.294,0.471,0.176,0.0,0.118,0.588,0.235,0.176,0.294,0.529,0.176,0.118,0.294,0.706,0.906,0.637,-0.062,0.242,-0.374
0.176,0.118,0.706,0.176,0.529,0.353,0.059,0.118,0.118,0.176,0.706,0.588,0.235,0.294,0.118,0.059,0.529,0.294,0.176,0.412,0.412,0.235,0.118,0.353,0.647,-0.532,-0.132,-0.514,-0.11,0.258
0.294,0.176,0.529,0.059,0.412,0.235,0.0,0.059,0.176,0.294,0.529,0.353,0.353,0.294,0.0,0.118,0.588,0.176,0.235,0.294,0.588,0.118,0.059,0.235,0.765,0.435,0.081,-0.685,-0.106,0.015
0.176,0.118,0.706,0.294,0.353,0.294,0.059,0.059,0.118,0.176,0.706,0.353,0.294,0.353,0.0,0.118,0.471,0.235,0.294,0.294,0.471,0.235,0.118,0.412,0.588,0.566,0.083,-0.181,-0.181,-0.018
0.235,0.118,0.647,0.353,0.294,0.235,0.0,0.176,0.118,0.235,0.647,0.235,0.235,0.412,0.059,0.118,0.412,0.294,0.294,0.412,0.294,0.176,0.353,0.412,0.588,0.998,-0.035,-0.117,-0.034,-0.472
0.0,0.176,0.824,0.294,0.529,0.529,0.118,0.0,0.176,0.0,0.824,0.765,0.118,0.294,0.118,0.176,0.235,0.471,0.294,0.588,0.294,0.235,0.294,0.706,0.294,-0.463,-1.133,0.571,-0.814,0.061
0.059,0.059,0.882,0.118,0.765,0.647,0.0,0.176,0.059,0.059,0.882,0.765,0.059,0.118,0.059,0.0,0.294,0.588,0.118,0.765,0.059,0.176,0.118,0.353,0.647,-2.239,-0.761,-0.555,-0.414,0.212
0.235,0.059,0.706,0.118,0.529,0.294,0.118,0.294,0.059,0.235,0.706,0.412,0.412,0.235,0.059,0.0,0.294,0.353,0.353,0.412,0.294,0.353,0.176,0.412,0.588,-0.138,0.828,0.161,0.912,-0.265
0.176,0.118,0.706,0.176,0.412,0.294,0.059,0.176,0.118,0.176,0.706,0.353,0.353,0.294,0.059,0.059,0.235,0.294,0.471,0.412,0.353,0.235,0.235,0.529,0.471,0.505,0.42,0.355,0.198,-0.34
0.176,0.0,0.824,0.235,0.471,0.176,0.0,0.235,0.0,0.176,0.824,0.706,0.294,0.0,0.0,0.294,0.353,0.529,0.118,0.647,0.235,0.059,0.353,0.529,0.471,-0.268,0.3,0.698,0.715,-0.952
0.118,0.059,0.824,0.353,0.353,0.353,0.118,0.059,0.059,0.118,0.824,0.529,0.353,0.235,0.176,0.118,0.353,0.294,0.353,0.353,0.294,0.412,0.353,0.706,0.294,0.598,-0.312,0.565,-0.22,-0.115
0.176,0.0,0.824,0.353,0.412,0.294,0.0,0.176,0.0,0.176,0.824,0.412,0.235,0.294,0.059,0.0,0.529,0.353,0.118,0.412,0.412,0.176,0.059,0.235,0.765,-0.536,0.176,-0.795,-0.228,0.094
0.235,0.176,0.588,0.294,0.235,0.235,0.118,0.059,0.176,0.235,0.588,0.235,0.412,0.471,0.118,0.059,0.353,0.176,0.471,0.176,0.471,0.412,0.235,0.588,0.412,1.696,0.086,0.379,-0.12,0.001
0.118,0.118,0.765,0.235,0.529,0.353,0.118,0.235,0.118,0.118,0.765,0.529,0.235,0.353,0.059,0.059,0.353,0.353,0.294,0.471,0.294,0.294,0.235,0.471,0.529,-0.145,0.315,0.32,0.414,-0.166
0.059,0.059,0.882,0.412,0.412,0.118,0.0,0.529,0.059,0.059,0.882,0.471,0.118,0.176,0.059,0.059,0.118,0.706,0.176,0.471,0.235,0.294,0.118,0.294,0.706,-1.379,0.958,0.451,-0.206,-0.624
0.118,0.294,0.588,0.353,0.118,0.0,0.0,0.235,0.294,0.118,0.588,0.176,0.235,0.471,0.118,0.059,0.412,0.294,0.294,0.176,0.471,0.294,0.176,0.353,0.647,1.307,1.006,0.436,-0.642,-0.55
0.059,0.059,0.882,0.235,0.588,0.294,0.0,0.353,0.059,0.059,0.882,0.647,0.118,0.235,0.176,0.0,0.118,0.706,0.176,0.588,0.176,0.235,0.118,0.412,0.588,-1.516,0.424,-0.269,0.186,-0.506
0.176,0.176,0.647,0.176,0.412,0.176,0.059,0.235,0.176,0.176,0.647,0.412,0.294,0.353,0.118,0.059,0.176,0.353,0.471,0.412,0.294,0.235,0.235,0.529,0.471,0.556,0.811,0.582,0.221,-0.204
0.059,0.118,0.824,0.353,0.412,0.294,0.0,0.235,0.118,0.059,0.824,0.647,0.118,0.235,0.118,0.118,0.118,0.706,0.176,0.529,0.235,0.235,0.118,0.412,0.588,-1.001,-0.046,0.104,-0.421,-0.539
0.353,0.059,0.588,0.235,0.235,0.176,0.0,0.118,0.059,0.353,0.588,0.235,0.471,0.235,0.118,0.0,0.529,0.176,0.294,0.235,0.235,0.294,0.118,0.353,0.647,1.034,1.034,-0.712,0.475,-0.139
0.059,0.176,0.765,0.176,0.588,0.529,0.0,0.059,0.176,0.059,0.765,0.529,0.059,0.471,0.118,0.0,0.294,0.412,0.294,0.588,0.294,0.118,0.235,0.588,0.412,-0.086,-1.231,-0.429,-0.991,0.218
0.176,0.0,0.824,0.294,0.471,0.353,0.059,0.118,0.0,0.176,0.824,0.412,0.294,0.412,0.176,0.0,0.353,0.294,0.353,0.412,0.412,0.235,0.235,0.471,0.529,0.112,-0.275,-0.537,-0.004,0.042
0.235,0.118,0.647,0.235,0.353,0.235,0.0,0.118,0.118,0.235,0.647,0.471,0.294,0.294,0.118,0.118,0.412,0.412,0.176,0.353,0.353,0.235,0.118,0.353,0.647,0.183,-0.042,-0.571,-0.043,-0.404
0.294,0.059,0.647,0.176,0.471,0.412,0.059,0.176,0.059,0.294,0.647,0.412,0.353,0.176,0.0,0.059,0.412,0.412,0.176,0.471,0.176,0.235,0.176,0.235,0.765,-0.216,0.201,-0.691,0.461,-0.275
0.176,0.0,0.824,0.412,0.294,0.235,0.059,0.235,0.0,0.176,0.824,0.412,0.353,0.235,0.235,0.0,0.235,0.471,0.294,0.235,0.176,0.588,0.176,0.471,0.529,-0.02,0.523,0.004,0.249,-0.285
0.059,0.118,0.824,0.353,0.412,0.294,0.059,0.235,0.118,0.059,0.824,0.412,0.176,0.294,0.118,0.118,0.235,0.412,0.353,0.353,0.294,0.412,0.235,0.471,0.529,-0.412,-0.031,0.392,-0.452,-0.319
0.059,0.294,0.647,0.294,0.353,0.235,0.059,0.235,0.294,0.059,0.647,0.353,0.118,0.471,0.059,0.059,0.353,0.294,0.353,0.353,0.412,0.235,0.176,0.412,0.588,0.276,0.585,0.397,-0.507,-0.151
0.059,0.118,0.824,0.471,0.294,0.294,0.059,0.118,0.118,0.059,0.824,0.412,0.176,0.471,0.235,0.0,0.412,0.353,0.235,0.235,0.353,0.412,0.118,0.412,0.588,0.046,-0.158,-0.531,-0.939,0.033
0.059,0.176,0.765,0.353,0.412,0.235,0.059,0.118,0.176,0.059,0.765,0.471,0.118,0.471,0.294,0.118,0.235,0.353,0.412,0.235,0.235,0.529,0.235,0.647,0.353,0.177,-0.326,0.199,-0.611,0.074
0.0,0.118,0.882,0.176,0.706,0.529,0.059,0.294,0.118,0.0,0.882,0.529,0.059,0.353,0.059,0.0,0.176,0.471,0.353,0.647,0.176,0.235,0.294,0.471,0.529,-1.069,-0.636,0.24,-0.608,-0.008
0.118,0.176,0.706,0.235,0.412,0.294,0.059,0.118,0.176,0.118,0.706,0.353,0.235,0.412,0.118,0.059,0.412,0.176,0.412,0.294,0.412,0.294,0.176,0.412,0.588,0.274,0.208,-0.079,-0.396,0.076
0.0,0.118,0.882,0.235,0.588,0.529,0.059,0.118,0.118,0.0,0.882,0.647,0.118,0.294,0.118,0.059,0.353,0.412,0.235,0.471,0.235,0.353,0.176,0.588,0.412,-0.768,-0.878,-0.142,-0.702,0.017
0.235,0.176,0.588,0.118,0.294,0.294,0.059,0.0,0.176,0.235,0.588,0.412,0.471,0.294,0.118,0.0,0.529,0.235,0.235,0.235,0.529,0.235,0.118,0.588,0.412,1.423,-0.126,-0.454,-0.465,-0.075
0.235,0.0,0.765,0.235,0.529,0.412,0.118,0.176,0.0,0.235,0.765,0.529,0.353,0.235,0.059,0.0,0.412,0.412,0.176,0.412,0.353,0.294,0.059,0.353,0.647,-0.642,0.091,-0.728,0.357,0.145
0.118,0.059,0.824,0.294,0.412,0.294,0.118,0.118,0.059,0.118,0.824,0.412,0.353,0.294,0.059,0.118,0.412,0.294,0.294,0.176,0.412,0.471,0.059,0.412,0.588,0.054,0.195,-0.158,-0.044,-0.216
0.353,0.118,0.529,0.059,0.471,0.353,0.0,0.118,0.118,0.353,0.529,0.471,0.353,0.176,0.0,0.0,0.588,0.353,0.059,0.471,0.353,0.118,0.0,0.176,0.824,-0.349,0.312,-1.053,0.387,0.121
0.118,0.235,0.647,0.294,0.294,0.176,0.059,0.118,0.235,0.118,0.647,0.471,0.235,0.529,0.235,0.0,0.294,0.412,0.294,0.235,0.471,0.294,0.059,0.471,0.529,0.679,0.057,-0.26,-0.922,0.055
0.0,0.118,0.882,0.353,0.529,0.471,0.0,0.059,0.118,0.0,0.882,0.471,0.0,0.647,0.235,0.0,0.294,0.294,0.412,0.529,0.235,0.235,0.471,0.765,0.235,0.818,-1.483,0.102,-1.019,0.338
0.059,0.118,0.824,0.294,0.529,0.294,0.0,0.235,0.118,0.059,0.824,0.471,0.059,0.471,0.176,0.118,0.176,0.353,0.471,0.647,0.118,0.176,0.529,0.647,0.353,0.302,-0.249,0.838,0.047,-0.374
0.235,0.0,0.765,0.471,0.294,0.235,0.0,0.059,0.0,0.235,0.765,0.588,0.235,0.235,0.176,0.294,0.353,0.529,0.118,0.471,0.118,0.412,0.353,0.529,0.471,0.157,-0.82,0.342,0.349,-0.687
0.0,0.059,0.941,0.471,0.412,0.294,0.0,0.118,0.059,0.0,0.941,0.647,0.059,0.412,0.235,0.235,0.118,0.647,0.235,0.529,0.118,0.353,0.353,0.706,0.294,-0.082,-1.159,0.428,-0.481,-0.878
0.059,0.176,0.765,0.118,0.471,0.471,0.0,0.0,0.176,0.059,0.765,0.471,0.235,0.353,0.118,0.0,0.353,0.235,0.412,0.471,0.412,0.118,0.294,0.824,0.176,0.963,-0.919,0.027,-1.016,0.076
0.0,0.176,0.824,0.294,0.471,0.294,0.059,0.176,0.176,0.0,0.824,0.412,0.118,0.412,0.118,0.118,0.412,0.235,0.353,0.294,0.353,0.412,0.235,0.412,0.588,-0.171,0.039,0.329,-0.484,-0.108
0.0,0.294,0.706,0.176,0.412,0.353,0.176,0.176,0.294,0.0,0.706,0.353,0.294,0.412,0.059,0.0,0.176,0.235,0.588,0.235,0.588,0.353,0.118,0.588,0.412,0.368,0.354,0.788,-0.989,0.139
0.176,0.235,0.588,0.294,0.235,0.118,0.0,0.176,0.235,0.176,0.588,0.294,0.235,0.412,0.118,0.059,0.353,0.353,0.294,0.294,0.471,0.176,0.176,0.471,0.529,0.965,0.471,-0.014,-0.518,-0.266
0.176,0.0,0.824,0.294,0.529,0.353,0.059,0.059,0.0,0.176,0.824,0.588,0.235,0.235,0.059,0.294,0.471,0.353,0.176,0.412,0.235,0.353,0.294,0.471,0.529,-0.154,-0.794,-0.11,0.331,-0.366
0.176,0.118,0.706,0.235,0.412,0.176,0.0,0.235,0.118,0.176,0.706,0.529,0.235,0.294,0.176,0.059,0.353,0.471,0.176,0.353,0.235,0.353,0.118,0.412,0.588,-0.116,0.239,-0.149,-0.106,-0.222
0.176,0.059,0.765,0.118,0.588,0.412,0.118,0.176,0.059,0.176,0.765,0.647,0.353,0.176,0.118,0.0,0.412,0.353,0.235,0.471,0.353,0.294,0.176,0.471,0.529,-0.599,0.142,-0.081,0.351,0.176
0.118,0.176,0.706,0.059,0.529,0.353,0.118,0.118,0.176,0.118,0.706,0.588,0.353,0.235,0.059,0.059,0.235,0.412,0.353,0.353,0.471,0.235,0.0,0.529,0.471,-0.234,0.237,-0.116,-0.253,-0.055
0.059,0.118,0.824,0.235,0.529,0.412,0.0,0.0,0.118,0.059,0.824,0.412,0.118,0.529,0.235,0.118,0.235,0.235,0.529,0.412,0.235,0.353,0.412,0.706,0.294,0.679,-1.298,0.141,-0.674,0.03
0.294,0.235,0.471,0.118,0.294,0.176,0.118,0.176,0.235,0.294,0.471,0.294,0.471,0.353,0.059,0.0,0.353,0.235,0.412,0.176,0.471,0.235,0.059,0.471,0.529,1.335,1.187,-0.308,0.231,-0.083
0.0,0.235,0.765,0.118,0.647,0.412,0.0,0.176,0.235,0.0,0.765,0.647,0.0,0.353,0.0,0.118,0.529,0.294,0.176,0.647,0.294,0.059,0.294,0.471,0.529,-0.419,-0.556,0.424,-0.714,0.079
0.235,0.235,0.529,0.294,0.235,0.0,0.0,0.176,0.235,0.235,0.529,0.294,0.235,0.471,0.059,0.118,0.647,0.235,0.118,0.235,0.471,0.176,0.118,0.176,0.824,1.039,1.171,-0.285,0.284,-0.335
0.059,0.235,0.706,0.059,0.588,0.471,0.0,0.118,0.235,0.059,0.706,0.353,0.118,0.471,0.0,0.059,0.294,0.294,0.412,0.529,0.353,0.118,0.294,0.588,0.412,0.538,-0.854,0.055,-0.659,-0.255
0.176,0.176,0.647,0.412,0.176,0.059,0.0,0.294,0.176,0.176,0.647,0.235,0.235,0.412,0.176,0.0,0.412,0.353,0.235,0.176,0.353,0.353,0.176,0.353,0.647,0.818,0.942,-0.204,-0.344,-0.301
0.118,0.059,0.824,0.235,0.529,0.294,0.0,0.176,0.059,0.118,0.824,0.471,0.176,0.412,0.118,0.059,0.412,0.353,0.235,0.471,0.294,0.176,0.176,0.353,0.647,-0.234,0.049,-0.57,0.116,-0.327
